Licitacao,Relatorio,Orgao,Descricao,Objeto,Arquivo,Conteudo,Link,Status,Itens
18641263000145-1-000016/2024,18641263000145-1-000016-2024.md,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,Edital nº 90005/2024,Contratação de serviços de preparo e fornecimento de refeições para o Restaurante Universitário do Campus Reitor Edgard Santos da Universidade Federal do Oeste da Bahia - UFOB,15871705900052024000.zip,_Edital Definitivo - Refeicoes RU.zip; _Edital Definitivo - Refeicoes RU.zip/_Edital Definitivo - RefeiçΣes RU.pdf; _Edital Definitivo - Refeicoes RU.zip/ANEXO I-A - INSTRUMENTO DE MEDIÇ╟O DE RESULTADO.pdf; _Edital Definitivo - Refeicoes RU.zip/ANEXO I-B -Modelo de Declaraç╞o de Conhecimento.pdf; _Edital Definitivo - Refeicoes RU.zip/ANEXO I-C -Bens Móveis - Restaurante Universitário.pdf; _Edital Definitivo - Refeicoes RU.zip/ANEXO I-D -TERMO DE CESS╟O DE USO DE BENS MαVEIS.pdf; _Edital Definitivo - Refeicoes RU.zip/ANEXO I-E -TERMO DE VISTORIA.pdf; _Edital Definitivo - Refeicoes RU.zip/ANEXO I-F -Lista Mínima de Produtos a serem Comercializados na Lanchonete.pdf; _Edital Definitivo - Refeicoes RU.zip/ANEXO I-G -Planta Baixa - Restaurante Universitário.pdf; _Edital Definitivo - Refeicoes RU.zip/ANEXO I-H -ESTUDO TECNICO PRELIMINAR .pdf; RelacaoItens15871705900052024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/18641263000145/compras/2024/16/arquivos/1,Ativo,"Refeições Industriais - Preparo / Distribuição (R$ 2.294.894,70)"
34621748000123-1-000012/2024,34621748000123-1-000012-2024.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90001/2024,"Aquisição de ​Gêneros Alimentícios Perecíveis (carnes), para atender às necessidades do Restaurante Universitário, Diretoria de Serviços de Alimentação Estudantil (DISAE) da Universidade Federal do Pará (RU/UFPA)",15306305900012024000.zip,PE SRP 01 -24 .068189_2023_84 proteinas RU.zip; PE SRP 01 -24 .068189_2023_84 proteinas RU.zip/Anexo I_Termo de Rererência 2_2024.pdf; PE SRP 01 -24 .068189_2023_84 proteinas RU.zip/Anexo II - Modelo de Declaracoes Habilitatorias.doc; PE SRP 01 -24 .068189_2023_84 proteinas RU.zip/Anexo III - Formacao de Precos.PE.doc; PE SRP 01 -24 .068189_2023_84 proteinas RU.zip/Anexo IV - Minuta de Ata de Registro de Preços.docx; PE SRP 01 -24 .068189_2023_84 proteinas RU.zip/Apêndice ao anexo I - ETP3_2024.pdf; PE SRP 01 -24 .068189_2023_84 proteinas RU.zip/PE SRP 01 -24 ¬ .068189_2023_84 proteínas RU.docx; RelacaoItens15306305900012024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/12/arquivos/1,Ativo,"Carne processada (R$ 440.820,00); Carne bovina in natura (R$ 445.328,64)"
34621748000123-1-000042/2024,34621748000123-1-000042-2024.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90004/2024,Aquisição de recarga de gás liquefeito de petróleo (GLP) a granel para abastecimento de recipientes com capacidade de 190 Kg (P190) e manutenções nas redes externas para atender às necessidades do Restaurante Universitário (RU) e da Escola de Aplicação (EA) da Universidade Federal do Pará,15306305900042024001.zip,PE SRP 90004 -24 .076433_2023_84 proteinas RU.zip; PE SRP 90004 -24 .076433_2023_84 proteinas RU.zip/Anexo I - Termo de Rerefencia 16_2024.pdf; PE SRP 90004 -24 .076433_2023_84 proteinas RU.zip/Anexo II - Modelo de Declaracoes Habilitatorias.doc; PE SRP 90004 -24 .076433_2023_84 proteinas RU.zip/Anexo III - Formacao de Precos.PE.doc; PE SRP 90004 -24 .076433_2023_84 proteinas RU.zip/Anexo IV - Minuta de Ata de Registro de Preços.docx; PE SRP 90004 -24 .076433_2023_84 proteinas RU.zip/Apêndice A do Anexo I - ETP7_2024-Gs.pdf; PE SRP 90004 -24 .076433_2023_84 proteinas RU.zip/Apêndice B do Anexo I - Mapa de riscos R3_2024-Gs.pdf; PE SRP 90004 -24 .076433_2023_84 proteinas RU.zip/PE SRP 90004 -24 ¬ .076433_2023_84 proteínas RU.docx; RelacaoItens15306305900042024001.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/42/arquivos/2,Ativo,"Gás refino de petróleo (R$ 283.008,00)"
34621748000123-1-000061/2024,34621748000123-1-000061-2024.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90005/2024,"Aquisição de gêneros alimentícios não perecíveis e de café da manhã para atender as necessidades do Restaurante Universitário (RU) e da Casa de Estudantes Universitários (CEUS) da Universidade Federal do Pará (UFPA), campus Belém.",15306305900052024000.zip,PE SRP 90005 -24 .085740_2023_54 Nao Pereciveis.zip; PE SRP 90005 -24 .085740_2023_54 Nao Pereciveis.zip/Anexo I - Termo de Referencia R10_2024.pdf; PE SRP 90005 -24 .085740_2023_54 Nao Pereciveis.zip/Anexo II - Modelo de Declaracoes Habilitatorias.doc; PE SRP 90005 -24 .085740_2023_54 Nao Pereciveis.zip/Anexo III - Formacao de Precos.PE.doc; PE SRP 90005 -24 .085740_2023_54 Nao Pereciveis.zip/Anexo IV - Minuta de Ata de Registro de Preços.docx; PE SRP 90005 -24 .085740_2023_54 Nao Pereciveis.zip/Apêndice ao Anexo I - Eestudo Tecnico Preliminar9_2024.pdf; PE SRP 90005 -24 .085740_2023_54 Nao Pereciveis.zip/PE SRP 90005 -24 ¬ .085740_2023_54 N╞o Perecíveis.docx; RelacaoItens15306305900052024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/61/arquivos/1,Ativo,"Doce Não Confeitado (R$ 9.906,60); Açúcar (R$ 19.404,00)"
34621748000123-1-000077/2025,34621748000123-1-000077-2025.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90007/2025,Aquisição de carnes para atender às necessidades do Restaurante Universitário e a Casa dos Estudantes Universitários da Universidade Federal do Pará (RU & CEUs/UFPA),15306305900072025000.zip,EDITAL_CARNES_JUNTADO.pdf; RelacaoItens15306305900072025000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2025/77/arquivos/1,Ativo,"Carne processada (R$ 569.718,00); Carne bovina in natura (R$ 488.778,24)"
34621748000123-1-000113/2024,34621748000123-1-000113-2024.md,UNIVERSIDADE FEDERAL DO PARA,Aviso de Contratação Direta nº 90015/2024,Aquisição de UTENSÍLIOS - TIGELAS E COLHERES EM AÇO INOX - PARA ATENDER O RESTAURANTE UNIVERSITÁRIO NA VALORIZAÇÃO DA CULTURA ALIMENTAR AMAZÔNICA.,AC4_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/113/arquivos/1,Ativo,"Tigela (R$ 0,00); Colher (R$ 0,00)"
34621748000123-1-000133/2024,34621748000123-1-000133-2024.md,UNIVERSIDADE FEDERAL DO PARA,Aviso de Contratação Direta nº 90104/2024,Aquisição de equipamentos de cozinha para atender as necessidades do Restaurante Universitário – DISAE / SAEST / UFPA.,AC6_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/133/arquivos/1,Ativo,"Bebedouro Água (R$ 0,00); Caixa Térmica (R$ 0,00)"
34621748000123-1-000135/2024,34621748000123-1-000135-2024.md,UNIVERSIDADE FEDERAL DO PARA,Aviso de Contratação Direta nº 90108/2024,Aquisição de bens de consumo para atender às necessidades do Restaurante Universitário - DISAE/SAEST/UFPA.,AC7_2024+%281%29.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/135/arquivos/1,Ativo,"Álcool Etílico Limpeza De Ambientes (R$ 0,00); Bandeja (R$ 0,00)"
34621748000123-1-000161/2023,34621748000123-1-000161-2023.md,UNIVERSIDADE FEDERAL DO PARA,Aviso de Contratação Direta nº 00442/2023,"Serviço de manutenção, instalação e desinstalação de ares-condicionados da Diretoria De Serviços De Alimentação Estudantil / Restaurante Universitário da Ufpa. SOLICITADO POR: LAÍS PINON DE CARVALHO.",AVISO DE DISPENSA ELETRONICA - RU.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2023/161/arquivos/1,Ativo,"Manutenção de Instrumentos Elétricos (R$ 0,00)"
34621748000123-1-000198/2025,34621748000123-1-000198-2025.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90019/2025,Registro de preços para aquisição de RECARGA DE GÁS LIQUEFEITO DE PETRÓLEO (GLP) A GRANEL abastecimento de reservatórios com capacidade de 190 Kg (P190) no Restaurante Universitário (RU) e na Escola de Aplicação (EA) da Universidade Federal do Pará (UFPA).,15306305900192025000.zip,Edital e anexos.zip; Edital e anexos.zip/Anexo I - Termo de Referência retificado.pdf; Edital e anexos.zip/Anexo II - Modelo Sugerido de Proposta Comercial.pdf; Edital e anexos.zip/Anexo III -MINUTA-de-ata-de-registro-de-precos-.pdf; Edital e anexos.zip/AP╥NDICE I DO TR - ETP + MAPA DE RISCO.pdf; Edital e anexos.zip/Edital- PE SRP Nº 90019-25 -V.FINAL-PUBLICADA.pdf; RelacaoItens15306305900192025000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2025/198/arquivos/1,Ativo,"Gás refino de petróleo (R$ 319.704,00)"
34621748000123-1-000221/2024,34621748000123-1-000221-2024.md,UNIVERSIDADE FEDERAL DO PARA,Ato que autoriza a Contratação Direta nº 323/2024,AQUISIÇÃO DE CADEIRAS PARA ATENDER O RESTAURANTE UNIVERSITÁRIO NA REPOSIÇÃO DO QUANTITATIVO DO REFEITÓRIO A FIM DE ATENDER OS PARTICIPANTES 76ª REUNIÃO ANUAL DA SBPC.,RELATORIO+SIPAC.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/221/arquivos/1,Ativo,"Cadeira Fixa acabamento estrutura: pintado em epóxi, altura: 87, características adicionais: com braço, densidade espuma assento e encosto: 50, largura: 48, material assento: polipropileno, material encosto: polipropileno, material estrutura: metal, material revestimento assento e encosto: couro, tipo base: fixo, tipo encosto: fixo (R$ 53.850,00)"
34621748000123-1-000259/2024,34621748000123-1-000259-2024.md,UNIVERSIDADE FEDERAL DO PARA,Aviso de Contratação Direta nº 90182/2024,Aquisição de Gêneros HORTIFRUTIGRANJEIROS PARA ATENDER O RESTAURANTE UNIVERSITÁRIO EM RAZÃO DA DESISTÊNCIA DO FORNECEDOR DA ATA Nº 106/2023 DO PREGÃO Nº 26/2023.,AC17_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/259/arquivos/1,Ativo,"Legume In Natura (R$ 0,00); Legume In Natura (R$ 0,00)"
34621748000123-1-000362/2024,34621748000123-1-000362-2024.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90012/2024,"Aquisição de bens permanentes (equipamentos e outros bens necessários , produção, distribuição e armazenamento de alimentos com segurança higiênico-sanitária) - para atender as necessidades do Restaurante Universitário (RU) e da Casa dos Estudantes Universitários (CEUS) da Universidade Federal do Pará (UFPA).",15306305900122024000.zip,PG 90012-24- EQUIP. COZINHA IND. RU.zip; PG 90012-24- EQUIP. COZINHA IND. RU.zip/Anexo 6- Minuta da Ata de Registro de Preços.pdf; PG 90012-24- EQUIP. COZINHA IND. RU.zip/TR22_2024-novo.pdf; PG 90012-24- EQUIP. COZINHA IND. RU.zip/Anexo 1- ETP e MR.pdf; PG 90012-24- EQUIP. COZINHA IND. RU.zip/Anexo 2 - TR.pdf; PG 90012-24- EQUIP. COZINHA IND. RU.zip/Anexo 3- Especificaç╞o Técnica.pdf; PG 90012-24- EQUIP. COZINHA IND. RU.zip/Anexo 5 - Modelo de Declaracoes Habilitatorias SRP.Exequibil.pdf; RelacaoItens15306305900122024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/362/arquivos/1,Ativo,"Amaciador eletrico de carne (R$ 2.955,87); Armadilha animal (R$ 6.244,70)"
34621748000123-1-000364/2023,34621748000123-1-000364-2023.md,UNIVERSIDADE FEDERAL DO PARA,Aviso de Contratação Direta nº 01043/2023,Aquisição de 2 Caldeirões de 500 Litros em aço inox com tampa americana para atender o Restaurante Universitário da UFPA.,AVISO+DE+DISPENSA+ELETRONICA+-+RU.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2023/364/arquivos/1,Ativo,"Caldeirão (R$ 0,00)"
34621748000123-1-000388/2023,34621748000123-1-000388-2023.md,UNIVERSIDADE FEDERAL DO PARA,Ato que autoriza a Contratação Direta nº 90128/2023,"Chamada Pública 01/2023 de Aquisição de Alimentos de Agricultores Familiares, por meio da modalidade de Compra Institucional do Programa de Aquisição de Alimentos (PAA-CI), com dispensa de licitação, para atender às necessidades do Restaurante Universitário da Universidade Federal do Pará (RU/UFPA) pelo período de 06 meses, renováveis a critério da Administração.",ANEXO+II+-+MINUTA+CONTRATO.doc,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2023/388/arquivos/2,Ativo,"Fruta tipo: melancia vermelha, apresentação: natural (R$ 20.430,00); Fruta tipo: tangerina poncan, apresentação: natural (R$ 24.983,52)"
34621748000123-1-000388/2023,34621748000123-1-000388-2023.md,UNIVERSIDADE FEDERAL DO PARA,Ato que autoriza a Contratação Direta nº 90128/2023,"Chamada Pública 01/2023 de Aquisição de Alimentos de Agricultores Familiares, por meio da modalidade de Compra Institucional do Programa de Aquisição de Alimentos (PAA-CI), com dispensa de licitação, para atender às necessidades do Restaurante Universitário da Universidade Federal do Pará (RU/UFPA) pelo período de 06 meses, renováveis a critério da Administração.",Edital+Chamada+Publica+01.2023-UFPA+-+completo.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2023/388/arquivos/1,Ativo,"Fruta tipo: melancia vermelha, apresentação: natural (R$ 20.430,00); Fruta tipo: tangerina poncan, apresentação: natural (R$ 24.983,52)"
34621748000123-1-000388/2024,34621748000123-1-000388-2024.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90009/2024,"Aquisição de bens de consumo (utensílios de cozinha de uso profissional e doméstico necessários ao controle de qualidade, à produção, distribuição e armazenamento de alimentos), para atender às necessidades de produção com segurança higiênico sanitária de refeições do Restaurante Universitário (RU) e da Casa dos Estudantes Universitários (CEUS) da Universidade Federal do Pará (UFPA)",15306305900092024000.zip,Publicado_SRP_90009.2024_Utensilios-RU.zip; Publicado_SRP_90009.2024_Utensilios-RU.zip/Anexo IV - Minuta de Ata SRP UFPA_modelo_AGU_lei_14-133_v-maio23.docx; Publicado_SRP_90009.2024_Utensilios-RU.zip/Apendice C do Anexo I – Estudo Técnico Preliminar 16_2024.pdf; Publicado_SRP_90009.2024_Utensilios-RU.zip/Apendice D do Anexo I – Mapa de Risco 13_2024.pdf; Publicado_SRP_90009.2024_Utensilios-RU.zip/PE SRP 90009-24 ¬ 090137.23-94 ¬ UTENSILIOS COZINHA ¬RU.pdf; Publicado_SRP_90009.2024_Utensilios-RU.zip/Anexo I - TR27_2024.pdf; Publicado_SRP_90009.2024_Utensilios-RU.zip/Anexo II - Modelo de Declaracoes Habilitatorias SRP.Exequibil.docx; Publicado_SRP_90009.2024_Utensilios-RU.zip/Anexo III - Formacao de Precos.SRP.docx; RelacaoItens15306305900092024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/388/arquivos/1,Ativo,"Abridor (R$ 184,00); Batedor manual (R$ 372,66)"
34621748000123-1-000452/2025,34621748000123-1-000452-2025.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90021/2025,Aquisição de BENS DE CONSUMO DESERTOS/FRUSTRADOS DOS PROCESSOS LICITATÓRIOS REALIZADOS NO ANO DE 2024 para atender às necessidades do Restaurante Universitário (RU) e Casa dos Estudantes Universitários (CEUs) da Universidade Federal do Pará (UFPA).,15306305900212025000.zip,Edital e Anexos - PE 90021-25.zip; Edital e Anexos - PE 90021-25.zip/Anexo I - Termo_de_Referncia.pdf; Edital e Anexos - PE 90021-25.zip/Apêdice D - Anexo I - Mara de Risco.pdf; Edital e Anexos - PE 90021-25.zip/Apêndice C - do Anexo I -Estudo_Tecnico_Preliminar ).pdf; Edital e Anexos - PE 90021-25.zip/Anexo II - Modelo Sugerido de Proposta Comercial.pdf; Edital e Anexos - PE 90021-25.zip/Anexo III -MINUTA-de-ata-de-registro-de-precos-14-133-abr-25.pdf; Edital e Anexos - PE 90021-25.zip/Edital-Final - Publicado.pdf; RelacaoItens15306305900212025000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2025/452/arquivos/1,Ativo,"Doce Não Confeitado (R$ 12.225,60); Adoçante (R$ 395,60)"
34621748000123-1-000492/2025,34621748000123-1-000492-2025.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90001/2025,Contratação de obras de engenharia de Construção do Restaurante Universitário do Setor Saúde do Campus Guamá/Belém,15306303900012025000.zip,Concorrencia 90001-2025 - UFPA com anexos.zip; Concorrencia 90001-2025 - UFPA com anexos.zip/EDITAL153063_000025_2025.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/TR153063_000196_2025 - anexo I do edital.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo I - TJTR Ajustado.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo II - ETP Digital - ETP153063_000035_2025.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo III - Mapa de Riscos -MR153063_000039_2025.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo IV.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo V-A - Orçamento Sintético.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo V-B - Orçamento Analítico.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo V-C - Curva ABC de Serviços.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo V-D - Curva ABC de Insumos.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo VI - Cronograma Físico-Financeiro.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo VII-A - Planilhas de Composição de BDI.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo VII-B - Encargos Sociais.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/Anexo VIII - RRT e ART - Projetos e Orçamento.pdf; Concorrencia 90001-2025 - UFPA com anexos.zip/CONTRATO153063_000014_2025 - anexo II do edital.pdf; RelacaoItens15306303900012025000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2025/492/arquivos/1,Ativo,"Obras Civis de Edificação Prediais (R$ 6.445.241,42)"
34621748000123-1-000704/2024,34621748000123-1-000704-2024.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90017/2024,"Aquisição de material descartável e de limpeza para o Restaurante Universitário da Ufpa, pelo Sistema de Registro de Preços.",15306305900172024000.zip,PE SRP 90017 -24 .043914_2024_92 Limpeza e Descart_ RU.zip; PE SRP 90017 -24 .043914_2024_92 Limpeza e Descart_ RU.zip/PE SRP 90017 -24 ¬ .043914_2024_92 Limpeza e Descart_ RU.docx; PE SRP 90017 -24 .043914_2024_92 Limpeza e Descart_ RU.zip/Anexo I - Termo de Referência_50_2024.pdf; PE SRP 90017 -24 .043914_2024_92 Limpeza e Descart_ RU.zip/Anexo II - Modelo de Declaracoes Habilitatorias.doc; PE SRP 90017 -24 .043914_2024_92 Limpeza e Descart_ RU.zip/Anexo III - Formacao de Precos.PE.doc; PE SRP 90017 -24 .043914_2024_92 Limpeza e Descart_ RU.zip/Anexo IV - Minuta de Ata de Registro de Preços.docx; PE SRP 90017 -24 .043914_2024_92 Limpeza e Descart_ RU.zip/Apendice do anexo I - ETP30_2024.pdf; RelacaoItens15306305900172024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/704/arquivos/1,Ativo,"Balde com espremedor (R$ 2.414,70); Esponja limpeza (R$ 4.428,00)"
34621748000123-1-000959/2024,34621748000123-1-000959-2024.md,UNIVERSIDADE FEDERAL DO PARA,Edital nº 90021/2024,Aquisição de GÊNEROS HORTIFRUTIGRANJEIROS necessários à produção de aproximadamente 6.500 refeições/dia no Restaurante Universitário (RU) da Universidade Federal do Pará (UFPA).,15306305900212024000.zip,PE SRP 90021 -24 .041620_2024_26 proteinas RU.zip; PE SRP 90021 -24 .041620_2024_26 proteinas RU.zip/Anexo I - Termo de Rerefência 99_2024.pdf; PE SRP 90021 -24 .041620_2024_26 proteinas RU.zip/Anexo II - Modelo de Declaracoes Habilitatorias.doc; PE SRP 90021 -24 .041620_2024_26 proteinas RU.zip/Anexo III - Formacao de Precos.PE.doc; PE SRP 90021 -24 .041620_2024_26 proteinas RU.zip/Anexo IV - Minuta de Ata de Registro de Preços.docx; PE SRP 90021 -24 .041620_2024_26 proteinas RU.zip/Apêndice A - ETP44_2024.pdf; PE SRP 90021 -24 .041620_2024_26 proteinas RU.zip/Apêndice B - Mapa de Riscos.pdf; PE SRP 90021 -24 .041620_2024_26 proteinas RU.zip/PE SRP 90022 -24 ¬ .041620_2024_26 proteínas RU.docx; RelacaoItens15306305900212024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/34621748000123/compras/2024/959/arquivos/1,Ativo,"Legume In Natura (R$ 70.668,00); Fruta (R$ 14.664,00)"
75095679000149-1-000012/2024,75095679000149-1-000012-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Edital nº 90004/2024,Contratação de empresa para execução de obra de reforma dos Sistemas de Prevenção de Incêndio do Restaurante Universitário do Centro Politécnico da Universidade Federal do Paraná.,15307905900042024000.zip,Edital e anexos PE 90004.zip; Edital e anexos PE 90004.zip/Edital e anexos PE 90004/Anexos.docx; Edital e anexos PE 90004.zip/Edital e anexos PE 90004/SEI_6356587_Edital_de_Pregao_Eletronico_90004_2024.pdf; RelacaoItens15307905900042024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/12/arquivos/1,Ativo,"Manutenção / Reforma Predial (R$ 577.726,48)"
75095679000149-1-000056/2024,75095679000149-1-000056-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Ato que autoriza a Contratação Direta nº 50/2024,Contratação de serviços de fornecimento de refeições (almoço e jantar) embaladas (marmitas) para atender a necessidade excepcional do Restaurante Universitário da UFPR localizado na cidade de Palotina - Pr.,65%2F2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/56/arquivos/2,Ativo,"Refeições Industriais - Preparo / Distribuição Refeições Industriais - Preparo / Distribuição (R$ 212.319,00)"
75095679000149-1-000056/2024,75095679000149-1-000056-2024.md,UNIVERSIDADE FEDERAL DO PARANA,Ato que autoriza a Contratação Direta nº 50/2024,Contratação de serviços de fornecimento de refeições (almoço e jantar) embaladas (marmitas) para atender a necessidade excepcional do Restaurante Universitário da UFPR localizado na cidade de Palotina - Pr.,SEI_UFPR+-+6410095+-+Contratacao+Direta_+Termo+de+Dispensa+de+Licitacao.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2024/56/arquivos/1,Ativo,"Refeições Industriais - Preparo / Distribuição Refeições Industriais - Preparo / Distribuição (R$ 212.319,00)"
75095679000149-1-000059/2025,75095679000149-1-000059-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 90012/2025,Contratação de serviços de fornecimento de refeições (almoço e jantar) embaladas (marmitas) para atender a necessidade excepcional do Restaurante Universitário da Universidade Federal do Paraná localizado na cidade de Pontal do Paraná/PR (CEM).,SEI_7498082_Contratacao_Direta__Aviso_de_Dispensa_Eletronica+_e_TR.zip,SEI_7481179_Termo_de_Referencia.pdf; SEI_7498082_Contratacao_Direta__Aviso_de_Dispensa_Eletronica.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/59/arquivos/1,Ativo,"Refeições Industriais - Preparo / Distribuição (R$ 0,00)"
75095679000149-1-000202/2025,75095679000149-1-000202-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 90078/2025,Contratação de serviços de substituição da caixa d’ água do Restaurante Universitário do Centro Politécnico da Universidade Federal do Paraná.,AVISO+DISPENSA+ELETRONICA+90078-2025+%5B%2BANEXOS%5D.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/202/arquivos/1,Ativo,"Instalação e Montagem de Sistemas - Proteção Contra Incêndio (R$ 55.744,09)"
75095679000149-1-000248/2025,75095679000149-1-000248-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 90110/2025,"Serviço de reforma em caldeira autoclavada de 500 litros, para atendimento de necessidades do Restaurante Universitário Central da Universidade Federal do Paraná. ***ATENÇÃO: SENHORES LICITANTES, QUEIRAM CONSIDERAR DESCRIÇÕES DOS ITENS CONFORME CONSTAM NO AVISO DE DISPENSA ELETRÔNICA E TERMO DE REFERÊNCIA, JÁ QUE O PRESENTE SISTEMA NÃO NOS PERMITE EDIÇÕES MAIS PRECISAS.***",Aviso+DE+90110-2025%5B%2BTR%5D.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/248/arquivos/1,Ativo,"Manutenção de Caldeiras e Estufas (R$ 12.300,00)"
75095679000149-1-000282/2025,75095679000149-1-000282-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Aviso de Contratação Direta nº 90124/2025,"Aquisição de ralos para o Restaurante Universitário - Setor Palotina. ***ATENÇÃO: SENHORES LICITANTES, QUEIRAM CONSIDERAR DESCRIÇÕES DOS ITENS CONFORME CONSTAM NO AVISO DE DISPENSA ELETRÔNICA E TERMO DE REFERÊNCIA, JÁ QUE O PRESENTE SISTEMA NÃO NOS PERMITE EDIÇÕES MAIS PRECISAS.***",Aviso+DE+90124-2025%5B%2BTR%5D.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/282/arquivos/1,Ativo,"Grelha Ralo (R$ 272,00); Grelha Ralo (R$ 36,00)"
75095679000149-1-000320/2025,75095679000149-1-000320-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Ato que autoriza a Contratação Direta nº 496/2025,"Contratação de empresa especializada na prestação de serviços de produção e fornecimento de refeições (café da manhã, almoço e jantar) para atender a comunidade acadêmica da UFPR em Curitiba/PR, nos Restaurantes Universitários localizados nos campi Central, Centro Politécnico, Jardim Botânico e Agrárias da UFPR.",SEI_7973283_Contratacao_Direta__Termo_de_Dispensa_de_Licitacao.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/320/arquivos/1,Ativo,"Refeições Industriais - Preparo / Distribuição Refeições Industriais - Preparo / Distribuição - Café da manhã (R$ 1.006.232,00); Refeições Industriais - Preparo / Distribuição Refeições Industriais - Preparo / Distribuição - Almoço (R$ 9.979.200,00)"
75095679000149-1-000320/2025,75095679000149-1-000320-2025.md,UNIVERSIDADE FEDERAL DO PARANA,Ato que autoriza a Contratação Direta nº 496/2025,"Contratação de empresa especializada na prestação de serviços de produção e fornecimento de refeições (café da manhã, almoço e jantar) para atender a comunidade acadêmica da UFPR em Curitiba/PR, nos Restaurantes Universitários localizados nos campi Central, Centro Politécnico, Jardim Botânico e Agrárias da UFPR.",SEI_7973321_Despacho_359.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/75095679000149/compras/2025/320/arquivos/2,Ativo,"Refeições Industriais - Preparo / Distribuição Refeições Industriais - Preparo / Distribuição - Café da manhã (R$ 1.006.232,00); Refeições Industriais - Preparo / Distribuição Refeições Industriais - Preparo / Distribuição - Almoço (R$ 9.979.200,00)"
